transaction_id,date,year,quarter,month,month_name,region,category,channel,customer_id,unit_price,quantity,revenue,cost,profit,margin
TXN-02013,2021-07-25,2021,Q3,7,Jul,South,Clothing,Online,CUST-3569,1489.7,17,25324.9,13798.56,11526.34,45.51
TXN-11598,2021-07-25,2021,Q3,7,Jul,North,Clothing,Online,CUST-2611,3022.33,13,39290.29,22925.86,16364.43,41.65
TXN-06740,2021-07-25,2021,Q3,7,Jul,North,Electronics,Partner,CUST-2682,118553.53,9,1066981.77,658632.62,408349.15,38.27
TXN-03225,2021-07-25,2021,Q3,7,Jul,West,Electronics,In-Store,CUST-1449,102415.06,16,1638640.96,776094.72,862546.24,52.64
TXN-01392,2021-07-25,2021,Q3,7,Jul,East,Clothing,Direct,CUST-3112,4820.05,10,48200.5,31980.41,16220.09,33.65
TXN-04725,2021-07-25,2021,Q3,7,Jul,West,Food,Direct,CUST-3106,1053.31,10,10533.1,6779.01,3754.09,35.64
TXN-03729,2021-07-26,2021,Q3,7,Jul,West,Furniture,In-Store,CUST-1983,187189.53,8,1497516.24,678044.2,819472.04,54.72
TXN-00519,2021-07-26,2021,Q3,7,Jul,Central,Food,Online,CUST-3185,107.48,3,322.44,195.45,126.99,39.38
TXN-00799,2021-07-26,2021,Q3,7,Jul,Central,Software,Online,CUST-1402,9161.78,15,137426.7,79114.84,58311.86,42.43
TXN-06076,2021-07-26,2021,Q3,7,Jul,Central,Food,Online,CUST-2026,738.61,9,6647.49,3170.21,3477.28,52.31
TXN-04910,2021-07-26,2021,Q3,7,Jul,North,Clothing,Direct,CUST-2811,2784.42,6,16706.52,10655.32,6051.2,36.22
TXN-08603,2021-07-26,2021,Q3,7,Jul,West,Electronics,In-Store,CUST-2304,145799.52,14,2041193.28,1353727.47,687465.81,33.68
TXN-01986,2021-07-26,2021,Q3,7,Jul,East,Clothing,Partner,CUST-3246,3045.02,1,3045.02,1665.03,1379.99,45.32
TXN-03969,2021-07-26,2021,Q3,7,Jul,West,Electronics,Partner,CUST-2600,46891.25,5,234456.25,141764.67,92691.58,39.53
TXN-12027,2021-07-26,2021,Q3,7,Jul,East,Food,Direct,CUST-1130,691.9,6,4151.4,2258.68,1892.72,45.59
TXN-14050,2021-07-26,2021,Q3,7,Jul,North,Software,In-Store,CUST-1982,23030.63,3,69091.89,41014.55,28077.34,40.64
TXN-07491,2021-07-26,2021,Q3,7,Jul,South,Furniture,In-Store,CUST-3144,95688.42,5,478442.1,312037.75,166404.35,34.78
TXN-07814,2021-07-26,2021,Q3,7,Jul,West,Software,Direct,CUST-3871,7533.1,10,75331.0,47739.57,27591.43,36.63
TXN-05225,2021-07-26,2021,Q3,7,Jul,North,Food,In-Store,CUST-1705,315.61,16,5049.76,2307.18,2742.58,54.31
TXN-01418,2021-07-26,2021,Q3,7,Jul,North,Furniture,Online,CUST-1900,154327.94,11,1697607.34,988905.32,708702.02,41.75
TXN-11001,2021-07-26,2021,Q3,7,Jul,South,Clothing,In-Store,CUST-1365,1958.96,19,37220.24,18804.24,18416.0,49.48
TXN-04948,2021-07-26,2021,Q3,7,Jul,Central,Food,Online,CUST-2466,1313.85,6,7883.1,5299.19,2583.91,32.78
TXN-06339,2021-07-26,2021,Q3,7,Jul,Central,Clothing,Direct,CUST-4283,3791.67,2,7583.34,5003.97,2579.37,34.01
TXN-14240,2021-07-26,2021,Q3,7,Jul,South,Clothing,Online,CUST-1734,4260.0,13,55380.0,30642.68,24737.32,44.67
TXN-05978,2021-07-26,2021,Q3,7,Jul,West,Furniture,Direct,CUST-3639,143019.69,10,1430196.9,863231.46,566965.44,39.64
TXN-04943,2021-07-27,2021,Q3,7,Jul,South,Electronics,In-Store,CUST-3172,136691.99,19,2597147.81,1799220.85,797926.96,30.72
TXN-07018,2021-07-27,2021,Q3,7,Jul,West,Food,In-Store,CUST-4518,926.95,6,5561.7,3243.04,2318.66,41.69
TXN-01281,2021-07-27,2021,Q3,7,Jul,North,Electronics,Direct,CUST-3079,41876.11,11,460637.21,212613.81,248023.4,53.84
TXN-07777,2021-07-27,2021,Q3,7,Jul,Central,Clothing,Direct,CUST-4932,2335.08,14,32691.12,15260.68,17430.44,53.32
TXN-12781,2021-07-27,2021,Q3,7,Jul,North,Clothing,Partner,CUST-1064,2453.68,3,7361.04,5004.1,2356.94,32.02
TXN-07445,2021-07-27,2021,Q3,7,Jul,South,Software,Partner,CUST-4942,5515.03,10,55150.3,33926.73,21223.57,38.48
TXN-13437,2021-07-27,2021,Q3,7,Jul,East,Electronics,Direct,CUST-4184,106079.54,6,636477.24,434473.57,202003.67,31.74
TXN-01210,2021-07-27,2021,Q3,7,Jul,West,Furniture,Online,CUST-2559,167156.92,11,1838726.12,845166.58,993559.54,54.04
TXN-00462,2021-07-27,2021,Q3,7,Jul,East,Food,Partner,CUST-4366,869.45,6,5216.7,3610.66,1606.04,30.79
TXN-06539,2021-07-27,2021,Q3,7,Jul,West,Clothing,Partner,CUST-4495,3138.25,17,53350.25,24696.32,28653.93,53.71
TXN-06397,2021-07-27,2021,Q3,7,Jul,North,Electronics,In-Store,CUST-1357,102337.2,18,1842069.6,857209.46,984860.14,53.46
TXN-04200,2021-07-27,2021,Q3,7,Jul,West,Software,Online,CUST-3288,10682.51,12,128190.12,69637.71,58552.41,45.68
TXN-10858,2021-07-27,2021,Q3,7,Jul,East,Software,Online,CUST-4556,11874.01,5,59370.05,36401.5,22968.55,38.69
TXN-13601,2021-07-27,2021,Q3,7,Jul,East,Electronics,Partner,CUST-3544,24077.74,17,409321.58,196580.82,212740.76,51.97
TXN-11537,2021-07-28,2021,Q3,7,Jul,Central,Clothing,Direct,CUST-2606,1671.8,5,8359.0,3902.15,4456.85,53.32
TXN-05719,2021-07-28,2021,Q3,7,Jul,Central,Food,Direct,CUST-4457,1485.28,6,8911.68,4326.5,4585.18,51.45
TXN-10213,2021-07-28,2021,Q3,7,Jul,South,Food,In-Store,CUST-4227,518.65,17,8817.05,5197.75,3619.3,41.05
TXN-14948,2021-07-28,2021,Q3,7,Jul,West,Electronics,Direct,CUST-4707,67235.62,17,1143005.54,603516.31,539489.23,47.2
TXN-08945,2021-07-28,2021,Q3,7,Jul,South,Electronics,Direct,CUST-1902,94022.49,9,846202.41,446102.97,400099.44,47.28
TXN-11572,2021-07-28,2021,Q3,7,Jul,West,Electronics,Direct,CUST-3277,50676.82,18,912182.76,476979.34,435203.42,47.71
TXN-09268,2021-07-28,2021,Q3,7,Jul,South,Food,Partner,CUST-1447,760.09,5,3800.45,1953.94,1846.51,48.59
TXN-01879,2021-07-28,2021,Q3,7,Jul,West,Food,Partner,CUST-3802,675.72,18,12162.96,7116.94,5046.02,41.49
TXN-13178,2021-07-28,2021,Q3,7,Jul,West,Food,Online,CUST-3514,673.97,2,1347.94,897.73,450.21,33.4
TXN-08653,2021-07-29,2021,Q3,7,Jul,North,Electronics,Online,CUST-1070,146877.54,15,2203163.1,1369649.22,833513.88,37.83
TXN-10846,2021-07-29,2021,Q3,7,Jul,Central,Furniture,Direct,CUST-1515,31424.06,9,282816.54,188094.81,94721.73,33.49
TXN-13035,2021-07-29,2021,Q3,7,Jul,North,Software,Direct,CUST-1572,12936.45,7,90555.15,59063.86,31491.29,34.78
TXN-07878,2021-07-29,2021,Q3,7,Jul,North,Clothing,Direct,CUST-4449,4064.11,7,28448.77,16050.83,12397.94,43.58
TXN-04394,2021-07-29,2021,Q3,7,Jul,North,Food,Direct,CUST-4731,778.58,16,12457.28,5997.22,6460.06,51.86
TXN-05869,2021-07-29,2021,Q3,7,Jul,Central,Electronics,Online,CUST-3454,46847.42,5,234237.1,131999.2,102237.9,43.65
TXN-14247,2021-07-29,2021,Q3,7,Jul,East,Food,Partner,CUST-1582,1062.98,8,8503.84,5496.84,3007.0,35.36
TXN-11290,2021-07-29,2021,Q3,7,Jul,North,Software,Direct,CUST-1783,11192.93,15,167893.95,103180.99,64712.96,38.54
TXN-01092,2021-07-30,2021,Q3,7,Jul,Central,Clothing,Direct,CUST-3053,4075.98,2,8151.96,4016.41,4135.55,50.73
TXN-03334,2021-07-30,2021,Q3,7,Jul,Central,Food,In-Store,CUST-4955,961.67,5,4808.35,2293.81,2514.54,52.3
TXN-11756,2021-07-30,2021,Q3,7,Jul,South,Clothing,Online,CUST-1253,4947.68,5,24738.4,11375.25,13363.15,54.02
TXN-07295,2021-07-30,2021,Q3,7,Jul,North,Software,Online,CUST-2600,17585.27,4,70341.08,42537.06,27804.02,39.53
TXN-00637,2021-07-30,2021,Q3,7,Jul,East,Software,In-Store,CUST-2065,24435.88,15,366538.2,214822.99,151715.21,41.39
TXN-04664,2021-07-30,2021,Q3,7,Jul,Central,Clothing,In-Store,CUST-1215,3203.94,19,60874.86,31922.9,28951.96,47.56
TXN-13798,2021-07-30,2021,Q3,7,Jul,East,Food,Direct,CUST-4167,843.59,8,6748.72,4662.33,2086.39,30.92
TXN-06796,2021-07-30,2021,Q3,7,Jul,South,Food,In-Store,CUST-4295,729.84,4,2919.36,1667.49,1251.87,42.88
TXN-14235,2021-07-30,2021,Q3,7,Jul,West,Food,Direct,CUST-3226,544.32,11,5987.52,3629.1,2358.42,39.39
TXN-11638,2021-07-30,2021,Q3,7,Jul,North,Clothing,In-Store,CUST-1245,4155.02,19,78945.38,39290.88,39654.5,50.23
TXN-14455,2021-07-30,2021,Q3,7,Jul,North,Software,Partner,CUST-4135,21391.32,10,213913.2,130366.58,83546.62,39.06
TXN-13238,2021-07-30,2021,Q3,7,Jul,Central,Furniture,Direct,CUST-4570,8308.85,3,24926.55,12345.01,12581.54,50.47
TXN-00732,2021-07-30,2021,Q3,7,Jul,West,Clothing,Partner,CUST-3841,2360.82,13,30690.66,21143.18,9547.48,31.11
TXN-12237,2021-07-31,2021,Q3,7,Jul,West,Food,In-Store,CUST-4620,322.86,9,2905.74,1319.05,1586.69,54.61
TXN-03936,2021-07-31,2021,Q3,7,Jul,East,Electronics,Online,CUST-3997,99603.14,4,398412.56,275202.05,123210.51,30.93
TXN-14004,2021-07-31,2021,Q3,7,Jul,South,Food,Direct,CUST-3342,608.47,18,10952.46,6305.55,4646.91,42.43
TXN-04804,2021-07-31,2021,Q3,7,Jul,East,Electronics,In-Store,CUST-3383,112871.38,5,564356.9,348407.41,215949.49,38.26
TXN-09773,2021-07-31,2021,Q3,7,Jul,South,Clothing,In-Store,CUST-4259,4111.6,11,45227.6,28990.6,16237.0,35.9
TXN-04045,2021-07-31,2021,Q3,7,Jul,South,Software,Online,CUST-4078,4077.08,10,40770.8,21972.74,18798.06,46.11
TXN-10112,2021-07-31,2021,Q3,7,Jul,South,Clothing,Direct,CUST-1291,2186.55,3,6559.65,3839.26,2720.39,41.47
TXN-09062,2021-07-31,2021,Q3,7,Jul,East,Software,Online,CUST-1707,24251.31,5,121256.55,60331.81,60924.74,50.24
TXN-12700,2021-08-01,2021,Q3,8,Aug,North,Software,Direct,CUST-2970,23777.36,18,427992.48,228356.59,199635.89,46.64
TXN-03446,2021-08-01,2021,Q3,8,Aug,East,Software,Online,CUST-2773,19338.28,7,135367.96,91422.23,43945.73,32.46
TXN-03828,2021-08-01,2021,Q3,8,Aug,West,Food,Partner,CUST-1996,115.46,6,692.76,369.94,322.82,46.6
TXN-09701,2021-08-01,2021,Q3,8,Aug,Central,Electronics,Online,CUST-2029,124052.22,15,1860783.3,1055864.38,804918.92,43.26
TXN-07690,2021-08-01,2021,Q3,8,Aug,Central,Electronics,Partner,CUST-2577,139105.68,19,2643007.92,1350866.01,1292141.91,48.89
TXN-00092,2021-08-02,2021,Q3,8,Aug,South,Electronics,Direct,CUST-2280,132933.11,16,2126929.76,989595.52,1137334.24,53.47
TXN-00917,2021-08-02,2021,Q3,8,Aug,West,Clothing,In-Store,CUST-1452,3934.18,18,70815.24,34111.73,36703.51,51.83
TXN-08946,2021-08-02,2021,Q3,8,Aug,South,Electronics,Online,CUST-1012,108760.03,3,326280.09,152683.08,173597.01,53.2
TXN-09907,2021-08-02,2021,Q3,8,Aug,West,Software,Online,CUST-1811,24477.37,11,269251.07,177975.46,91275.61,33.9
TXN-09492,2021-08-02,2021,Q3,8,Aug,Central,Software,Direct,CUST-3490,21277.69,14,297887.66,158013.7,139873.96,46.96
TXN-05578,2021-08-02,2021,Q3,8,Aug,South,Electronics,Partner,CUST-4410,103298.27,10,1032982.7,672609.49,360373.21,34.89
TXN-05302,2021-08-02,2021,Q3,8,Aug,North,Clothing,Direct,CUST-4723,4107.6,13,53398.8,28478.65,24920.15,46.67
TXN-11602,2021-08-02,2021,Q3,8,Aug,East,Furniture,Partner,CUST-1968,20128.07,18,362305.26,199649.59,162655.67,44.89
TXN-07145,2021-08-02,2021,Q3,8,Aug,East,Clothing,In-Store,CUST-2946,4313.35,14,60386.9,32458.22,27928.68,46.25
TXN-09549,2021-08-02,2021,Q3,8,Aug,East,Clothing,Partner,CUST-4521,3028.67,7,21200.69,11989.73,9210.96,43.45
TXN-03634,2021-08-02,2021,Q3,8,Aug,South,Furniture,In-Store,CUST-1692,147918.29,17,2514610.93,1282490.72,1232120.21,49.0
TXN-04375,2021-08-02,2021,Q3,8,Aug,Central,Electronics,Direct,CUST-1288,18130.11,13,235691.43,159109.22,76582.21,32.49
TXN-11735,2021-08-02,2021,Q3,8,Aug,East,Electronics,Partner,CUST-4745,147003.72,9,1323033.48,902841.56,420191.92,31.76
TXN-09032,2021-08-03,2021,Q3,8,Aug,South,Clothing,Direct,CUST-3541,1770.93,12,21251.16,11479.14,9772.02,45.98
TXN-01500,2021-08-03,2021,Q3,8,Aug,North,Electronics,Direct,CUST-3081,65253.11,1,65253.11,41344.45,23908.66,36.64
TXN-03222,2021-08-03,2021,Q3,8,Aug,Central,Clothing,Direct,CUST-3878,3917.87,8,31342.96,17303.54,14039.42,44.79
TXN-06318,2021-08-03,2021,Q3,8,Aug,Central,Software,Partner,CUST-1659,23749.61,8,189996.88,98735.35,91261.53,48.03
TXN-02705,2021-08-03,2021,Q3,8,Aug,South,Electronics,Direct,CUST-2924,111425.57,4,445702.28,220246.39,225455.89,50.58
TXN-04391,2021-08-03,2021,Q3,8,Aug,South,Furniture,Online,CUST-4917,16368.9,2,32737.8,19755.66,12982.14,39.65
TXN-09520,2021-08-04,2021,Q3,8,Aug,West,Electronics,In-Store,CUST-2981,134056.95,17,2278968.15,1081448.97,1197519.18,52.55
TXN-03339,2021-08-04,2021,Q3,8,Aug,Central,Electronics,In-Store,CUST-1317,97060.31,19,1844145.89,1285163.98,558981.91,30.31
TXN-01814,2021-08-04,2021,Q3,8,Aug,North,Clothing,Direct,CUST-1178,3883.1,17,66012.7,40914.63,25098.07,38.02
TXN-12636,2021-08-04,2021,Q3,8,Aug,North,Clothing,Online,CUST-3130,1898.39,13,24679.07,14197.01,10482.06,42.47
TXN-10232,2021-08-04,2021,Q3,8,Aug,Central,Furniture,Direct,CUST-4029,140818.14,3,422454.42,255013.17,167441.25,39.64
TXN-13982,2021-08-04,2021,Q3,8,Aug,West,Furniture,In-Store,CUST-3760,64022.72,13,832295.36,555850.09,276445.27,33.21
TXN-04072,2021-08-04,2021,Q3,8,Aug,East,Furniture,In-Store,CUST-2644,169852.12,18,3057338.16,1847627.19,1209710.97,39.57
TXN-03887,2021-08-04,2021,Q3,8,Aug,Central,Food,Online,CUST-2118,1336.88,13,17379.44,10660.74,6718.7,38.66
TXN-12893,2021-08-04,2021,Q3,8,Aug,South,Food,Partner,CUST-3258,1209.96,11,13309.56,8544.31,4765.25,35.8
TXN-12515,2021-08-04,2021,Q3,8,Aug,Central,Software,Online,CUST-2954,6474.09,14,90637.26,60908.34,29728.92,32.8
TXN-14480,2021-08-04,2021,Q3,8,Aug,West,Software,Online,CUST-4653,20531.72,19,390102.68,193058.42,197044.26,50.51
TXN-03852,2021-08-04,2021,Q3,8,Aug,West,Clothing,In-Store,CUST-4169,1534.98,7,10744.86,7481.62,3263.24,30.37
TXN-02104,2021-08-04,2021,Q3,8,Aug,North,Software,Direct,CUST-1402,13861.93,8,110895.44,64382.54,46512.9,41.94
TXN-11698,2021-08-04,2021,Q3,8,Aug,South,Electronics,In-Store,CUST-1282,138352.77,11,1521880.47,885794.7,636085.77,41.8
TXN-08604,2021-08-04,2021,Q3,8,Aug,West,Electronics,In-Store,CUST-1753,53984.66,17,917739.22,619466.74,298272.48,32.5
TXN-08476,2021-08-04,2021,Q3,8,Aug,West,Food,Direct,CUST-3384,1135.92,16,18174.72,10062.7,8112.02,44.63
TXN-02185,2021-08-04,2021,Q3,8,Aug,East,Electronics,In-Store,CUST-4357,149440.62,7,1046084.34,476250.99,569833.35,54.47
TXN-11136,2021-08-04,2021,Q3,8,Aug,West,Electronics,Direct,CUST-2896,120888.58,7,846220.06,464261.12,381958.94,45.14
TXN-14343,2021-08-05,2021,Q3,8,Aug,South,Software,Online,CUST-1633,4371.79,16,69948.64,40656.3,29292.34,41.88
TXN-14832,2021-08-05,2021,Q3,8,Aug,West,Electronics,Online,CUST-4178,144990.33,15,2174854.95,1211820.37,963034.58,44.28
TXN-06133,2021-08-05,2021,Q3,8,Aug,East,Electronics,Direct,CUST-1407,93230.05,4,372920.2,252709.35,120210.85,32.24
TXN-01933,2021-08-05,2021,Q3,8,Aug,North,Electronics,Online,CUST-3355,38382.49,5,191912.45,117865.76,74046.69,38.58
TXN-01480,2021-08-05,2021,Q3,8,Aug,Central,Software,Online,CUST-4270,17165.72,14,240320.08,126576.24,113743.84,47.33
TXN-01799,2021-08-05,2021,Q3,8,Aug,East,Furniture,Direct,CUST-4799,98498.72,1,98498.72,63760.69,34738.03,35.27
TXN-06130,2021-08-05,2021,Q3,8,Aug,South,Electronics,Partner,CUST-3020,99072.89,4,396291.56,182382.66,213908.9,53.98
TXN-00822,2021-08-05,2021,Q3,8,Aug,West,Clothing,In-Store,CUST-3857,1920.35,12,23044.2,15834.36,7209.84,31.29
TXN-02822,2021-08-05,2021,Q3,8,Aug,Central,Electronics,In-Store,CUST-2974,120550.23,12,1446602.76,751975.76,694627.0,48.02
TXN-13470,2021-08-05,2021,Q3,8,Aug,East,Electronics,In-Store,CUST-4259,115213.07,11,1267343.77,740327.18,527016.59,41.58
TXN-09070,2021-08-05,2021,Q3,8,Aug,West,Furniture,Direct,CUST-3152,142994.24,9,1286948.16,774649.27,512298.89,39.81
TXN-02607,2021-08-05,2021,Q3,8,Aug,West,Furniture,Direct,CUST-2954,115487.33,18,2078771.94,1152947.4,925824.54,44.54
TXN-01188,2021-08-05,2021,Q3,8,Aug,Central,Electronics,Partner,CUST-2130,84652.69,2,169305.38,115996.93,53308.45,31.49
TXN-09306,2021-08-05,2021,Q3,8,Aug,North,Food,Online,CUST-1792,397.73,17,6761.41,4202.05,2559.36,37.85
TXN-12995,2021-08-06,2021,Q3,8,Aug,West,Software,Online,CUST-2516,22008.46,14,308118.44,195056.48,113061.96,36.69
TXN-10552,2021-08-06,2021,Q3,8,Aug,North,Electronics,Direct,CUST-3014,33195.99,6,199175.94,98111.36,101064.58,50.74
TXN-08751,2021-08-06,2021,Q3,8,Aug,North,Software,In-Store,CUST-3818,4570.62,11,50276.82,29821.63,20455.19,40.69
TXN-12794,2021-08-06,2021,Q3,8,Aug,South,Food,In-Store,CUST-4943,890.22,4,3560.88,2262.33,1298.55,36.47
TXN-12405,2021-08-06,2021,Q3,8,Aug,South,Clothing,Partner,CUST-3329,2987.83,14,41829.62,24704.71,17124.91,40.94
TXN-05173,2021-08-06,2021,Q3,8,Aug,South,Furniture,Online,CUST-3765,189633.29,7,1327433.03,717212.92,610220.11,45.97
TXN-07708,2021-08-06,2021,Q3,8,Aug,South,Food,Online,CUST-3015,689.5,4,2758.0,1924.59,833.41,30.22
TXN-08180,2021-08-06,2021,Q3,8,Aug,Central,Furniture,Direct,CUST-4880,116778.49,14,1634898.86,847781.98,787116.88,48.14
TXN-08870,2021-08-06,2021,Q3,8,Aug,North,Clothing,In-Store,CUST-4605,4932.52,19,93717.88,49985.91,43731.97,46.66
TXN-02034,2021-08-06,2021,Q3,8,Aug,Central,Clothing,Direct,CUST-1916,1978.66,8,15829.28,10823.57,5005.71,31.62
TXN-05066,2021-08-06,2021,Q3,8,Aug,West,Clothing,In-Store,CUST-1076,4208.25,13,54707.25,38168.74,16538.51,30.23
TXN-03436,2021-08-06,2021,Q3,8,Aug,East,Food,Direct,CUST-4580,518.95,16,8303.2,4288.73,4014.47,48.35
TXN-07551,2021-08-06,2021,Q3,8,Aug,North,Electronics,In-Store,CUST-2978,59950.83,14,839311.62,427326.28,411985.34,49.09
TXN-08236,2021-08-06,2021,Q3,8,Aug,East,Furniture,Online,CUST-2093,161880.51,17,2751968.67,1655683.27,1096285.4,39.84
TXN-00962,2021-08-06,2021,Q3,8,Aug,West,Electronics,Online,CUST-1797,31970.3,1,31970.3,15904.7,16065.6,50.25
TXN-04526,2021-08-06,2021,Q3,8,Aug,South,Clothing,Direct,CUST-2362,3568.45,12,42821.4,22609.1,20212.3,47.2
TXN-11761,2021-08-07,2021,Q3,8,Aug,Central,Electronics,Online,CUST-4098,72028.91,7,504202.37,319115.5,185086.87,36.71
TXN-13428,2021-08-07,2021,Q3,8,Aug,East,Electronics,Direct,CUST-3349,19351.88,5,96759.4,59479.6,37279.8,38.53
TXN-09503,2021-08-07,2021,Q3,8,Aug,East,Furniture,In-Store,CUST-4855,193970.36,5,969851.8,613761.35,356090.45,36.72
TXN-12273,2021-08-07,2021,Q3,8,Aug,West,Electronics,Direct,CUST-2939,85508.28,4,342033.12,186594.14,155438.98,45.45
TXN-05676,2021-08-07,2021,Q3,8,Aug,North,Electronics,Online,CUST-3733,19273.03,1,19273.03,10821.86,8451.17,43.85
TXN-03164,2021-08-07,2021,Q3,8,Aug,East,Software,Online,CUST-2911,12702.19,18,228639.42,147995.35,80644.07,35.27
TXN-00332,2021-08-07,2021,Q3,8,Aug,West,Food,Online,CUST-1839,255.39,14,3575.46,2020.46,1555.0,43.49
TXN-00463,2021-08-07,2021,Q3,8,Aug,West,Electronics,Partner,CUST-1595,143442.13,9,1290979.17,610654.77,680324.4,52.7
TXN-05132,2021-08-07,2021,Q3,8,Aug,South,Clothing,Partner,CUST-1745,3456.42,6,20738.52,12820.32,7918.2,38.18
TXN-07377,2021-08-07,2021,Q3,8,Aug,West,Clothing,Direct,CUST-4362,1129.0,7,7903.0,4044.73,3858.27,48.82
TXN-02872,2021-08-07,2021,Q3,8,Aug,South,Furniture,Online,CUST-4814,116907.74,13,1519800.62,818313.18,701487.44,46.16
TXN-11538,2021-08-07,2021,Q3,8,Aug,North,Electronics,In-Store,CUST-2993,62599.38,17,1064189.46,672967.54,391221.92,36.76
TXN-08104,2021-08-08,2021,Q3,8,Aug,South,Electronics,Partner,CUST-4826,34839.55,19,661951.45,388802.41,273149.04,41.26
TXN-14588,2021-08-08,2021,Q3,8,Aug,East,Food,Direct,CUST-2980,1020.57,4,4082.28,2555.58,1526.7,37.4
TXN-11544,2021-08-08,2021,Q3,8,Aug,East,Electronics,Direct,CUST-1670,103744.59,7,726212.13,468468.0,257744.13,35.49
TXN-14970,2021-08-08,2021,Q3,8,Aug,Central,Furniture,Online,CUST-4701,149847.08,10,1498470.8,907114.5,591356.3,39.46
TXN-10993,2021-08-08,2021,Q3,8,Aug,North,Electronics,In-Store,CUST-4749,138570.85,6,831425.1,527618.76,303806.34,36.54
TXN-14180,2021-08-08,2021,Q3,8,Aug,South,Electronics,Online,CUST-1181,48381.14,16,774098.24,482198.21,291900.03,37.71
TXN-07760,2021-08-08,2021,Q3,8,Aug,North,Furniture,In-Store,CUST-2580,108382.81,19,2059273.39,1269390.56,789882.83,38.36
TXN-05605,2021-08-08,2021,Q3,8,Aug,South,Electronics,Online,CUST-1194,120327.22,5,601636.1,383590.47,218045.63,36.24
TXN-07689,2021-08-08,2021,Q3,8,Aug,East,Furniture,Online,CUST-2952,18138.92,5,90694.6,54482.87,36211.73,39.93
TXN-05961,2021-08-09,2021,Q3,8,Aug,North,Software,In-Store,CUST-4691,20277.22,14,283881.08,186603.07,97278.01,34.27
TXN-14363,2021-08-09,2021,Q3,8,Aug,South,Clothing,Partner,CUST-1189,3906.65,18,70319.7,41729.32,28590.38,40.66
TXN-10326,2021-08-09,2021,Q3,8,Aug,Central,Electronics,Online,CUST-1211,45114.89,4,180459.56,124017.04,56442.52,31.28
TXN-10416,2021-08-09,2021,Q3,8,Aug,West,Furniture,Partner,CUST-1777,8692.41,1,8692.41,4349.55,4342.86,49.96
TXN-14860,2021-08-09,2021,Q3,8,Aug,South,Electronics,Direct,CUST-1212,118540.37,3,355621.11,168070.93,187550.18,52.74
TXN-10635,2021-08-09,2021,Q3,8,Aug,South,Clothing,Online,CUST-4046,2563.4,19,48704.6,23103.35,25601.25,52.56
TXN-04494,2021-08-09,2021,Q3,8,Aug,South,Furniture,Online,CUST-3477,33259.7,3,99779.1,53772.92,46006.18,46.11
TXN-01616,2021-08-09,2021,Q3,8,Aug,West,Food,Partner,CUST-4928,458.81,18,8258.58,5135.81,3122.77,37.81
TXN-06846,2021-08-09,2021,Q3,8,Aug,South,Software,Online,CUST-1044,14115.07,13,183495.91,89766.9,93729.01,51.08
TXN-09978,2021-08-09,2021,Q3,8,Aug,East,Software,Online,CUST-1495,11924.35,6,71546.1,45531.58,26014.52,36.36
TXN-01419,2021-08-09,2021,Q3,8,Aug,East,Food,Direct,CUST-3615,1466.42,2,2932.84,1829.56,1103.28,37.62
TXN-03008,2021-08-09,2021,Q3,8,Aug,South,Software,In-Store,CUST-3565,8727.68,19,165825.92,79840.93,85984.99,51.85
TXN-11248,2021-08-09,2021,Q3,8,Aug,North,Food,In-Store,CUST-4053,798.44,9,7185.96,3561.82,3624.14,50.43
TXN-05613,2021-08-09,2021,Q3,8,Aug,West,Furniture,In-Store,CUST-3781,20280.93,5,101404.65,68074.27,33330.38,32.87
TXN-11760,2021-08-10,2021,Q3,8,Aug,South,Food,Partner,CUST-4268,1081.1,19,20540.9,9990.77,10550.13,51.36
TXN-11708,2021-08-10,2021,Q3,8,Aug,North,Electronics,Direct,CUST-2218,85286.65,5,426433.25,260328.01,166105.24,38.95
TXN-01808,2021-08-10,2021,Q3,8,Aug,South,Clothing,Partner,CUST-3264,4419.01,17,75123.17,39881.57,35241.6,46.91
TXN-08844,2021-08-10,2021,Q3,8,Aug,East,Clothing,In-Store,CUST-3239,4525.22,19,85979.18,53111.73,32867.45,38.23
TXN-13771,2021-08-10,2021,Q3,8,Aug,East,Software,In-Store,CUST-1334,8755.05,6,52530.3,35598.45,16931.85,32.23
TXN-11209,2021-08-10,2021,Q3,8,Aug,West,Electronics,Partner,CUST-2401,50434.75,16,806956.0,453043.01,353912.99,43.86
TXN-01489,2021-08-10,2021,Q3,8,Aug,East,Software,Partner,CUST-3694,12727.05,4,50908.2,28371.02,22537.18,44.27
TXN-12011,2021-08-10,2021,Q3,8,Aug,West,Software,Direct,CUST-1075,17360.96,10,173609.6,119318.31,54291.29,31.27
TXN-04625,2021-08-10,2021,Q3,8,Aug,West,Furniture,Online,CUST-1986,148179.93,6,889079.58,511575.28,377504.3,42.46
TXN-02723,2021-08-10,2021,Q3,8,Aug,West,Software,Partner,CUST-4730,16821.9,10,168219.0,101689.32,66529.68,39.55
TXN-02813,2021-08-10,2021,Q3,8,Aug,North,Electronics,Online,CUST-4270,88966.63,17,1512432.71,807214.18,705218.53,46.63
TXN-05058,2021-08-10,2021,Q3,8,Aug,North,Food,In-Store,CUST-3709,1479.25,14,20709.5,12430.44,8279.06,39.98
TXN-10014,2021-08-10,2021,Q3,8,Aug,East,Clothing,Partner,CUST-3644,3937.6,1,3937.6,2066.41,1871.19,47.52
